id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
565,7.03465150799e-16,1.51547566163e-10,4.50061266467e-13,1.67677778265e-14,2.0315259891e-11,1.5125287689e-08,1.02550030967e-10,8.28806749793e-13,5.09409008032e-12,2.05286165844e-09,4.07747193485e-14,2.08777087415e-14,4.8241968688e-14,5.98164183116e-12,1.14928444539e-09,9.64512011925e-11,7.61425766882e-08,1.90138508237e-12,2.37415447545e-13,1.08101894103e-09,1.98094951629e-14,8.11526956745e-11,1.51547857596e-10,2.32321269427e-13,6.91783031209e-15,3.89924265023e-14,1.04408047719e-06,2.58348759052e-10,4.124985401e-14,2.40911587554e-12,5.7421729335e-16,1.0550952334e-09,3.74480307874e-11,2.10184356031e-10,8.99441599759e-13,3.77697114036e-13,1.11183326434e-10,2.47971760313e-12,9.91600968003e-11,2.11343720302e-10,5.07616171319e-10,9.00938967874e-09,8.75140293566e-10,4.34209634394e-13,1.50805354315e-10,1.45633491377e-10,4.2399250777e-10,1.94512149443e-11,1.60688072549e-13,2.28948153838e-13,5.89699533649e-09,6.75499404679e-06,2.85191292308e-15,1.53558128669e-14,4.77292792962e-13,7.95885926608e-13,9.73035412244e-08,1.00212060872e-11,3.12580534644e-14,7.75227135819e-08,4.01767486467e-13,5.94278925657e-14,6.13110568717e-14,5.56252132355e-07,9.97511934164e-11,4.31462374509e-12,1.03616315528e-09,5.98134874963e-11,2.66281950916e-13,1.37269305623e-13,2.72987014938e-12,2.71430989664e-12,1.88137377677e-07,1.25393851186e-14,2.40774369331e-07,2.75933249583e-08,1.89773205288e-13,4.25485175981e-08,0.999989628792,1.49677015573e-12,3.99658297567e-08,2.86057372908e-16,5.76409253661e-10,8.91933439107e-07,1.02097011734e-07,7.20315378389e-15,2.50927056233e-14,5.16575358878e-11,2.00620263513e-07,3.51515843343e-12,3.46289197573e-16,1.77233123062e-14,3.02753732728e-14,7.13062235262e-15,2.87109763047e-11,4.90372742412e-11,5.97695670219e-15,2.06856398677e-09,4.49243676385e-14
567,4.00302837752e-13,1.2198393684e-10,3.0010888188e-16,1.52222743958e-12,8.30026287502e-14,3.73708530755e-14,9.88131017982e-15,4.08344500791e-13,3.19568183764e-14,2.15008369995e-14,6.92011656311e-11,5.93738461174e-11,8.82355379872e-08,6.78713335533e-12,7.77590103418e-10,1.02832747471e-13,4.19973910791e-14,2.79058713915e-08,1.6893101501e-11,2.52055354941e-14,4.80966688698e-09,2.56592842677e-13,3.21926079544e-13,1.81032250822e-12,2.42839494173e-13,3.8094034871e-11,2.78880168958e-10,8.74657009146e-13,6.25325258154e-13,7.91677988899e-15,2.62501473466e-13,1.02837931313e-15,2.57484138177e-13,5.55833590959e-12,1.50499575282e-15,6.18024173504e-11,4.56165487328e-13,6.95326858242e-16,1.88316806793e-18,2.4391686836e-17,3.34045521609e-16,2.44404985139e-09,1.99575128999e-15,1.24519924943e-14,3.78647227505e-13,5.77233437915e-14,8.46916842212e-11,7.86494126085e-16,1.30608635018e-09,1.36115229331e-12,1.6723418711e-14,7.99554175581e-14,5.01045738233e-09,1.47054226435e-11,6.13754381519e-14,3.28812874992e-15,3.04201846005e-12,1.13826447386e-15,7.70812179276e-14,7.57256083993e-16,1.60451318898e-10,1.77420484632e-15,3.00181255852e-07,3.51972479482e-14,2.38143120675e-12,7.37546222013e-12,4.22480816607e-13,7.5412545022e-16,1.59381755997e-16,1.18827591957e-16,4.26458035552e-11,1.71629081932e-13,6.23757868155e-16,1.70504059547e-13,5.36515887273e-10,1.7660603863e-16,3.71801327019e-16,1.51177857667e-13,1.24700963412e-15,9.84426229422e-09,6.90517478266e-12,1.6490420276e-14,9.52068314967e-16,1.06878257296e-15,3.2695420942e-15,6.76441368197e-12,5.23719262402e-12,1.70747230848e-16,1.96624877838e-12,2.36954875074e-14,4.68788233988e-18,0.999999523163,8.01920379059e-13,5.65341862213e-09,3.82959011453e-15,4.0320627696e-13,8.21001578354e-13,2.19761514542e-10,8.50102974126e-12
574,1.38614652201e-07,9.00472230114e-09,2.32217001184e-08,1.58619532158e-05,3.30419815953e-08,1.36478990953e-06,1.61783566455e-06,5.82862321608e-06,1.66714926308e-07,1.18535361082e-07,2.19590333472e-07,3.17781641002e-08,1.80473318778e-06,5.8128607634e-05,3.10671985915e-08,2.21445930038e-06,1.06788391463e-08,4.7334606279e-06,1.44837258631e-07,2.68522489932e-05,8.03358318535e-07,4.7289756111e-08,4.1480227253e-08,9.04543782099e-08,3.16787343024e-08,9.89414439267e-10,1.60700921015e-07,9.44376488121e-09,3.76205753128e-06,9.74527138169e-05,2.6550169423e-05,4.28780069228e-08,1.73411008291e-05,9.67343112279e-06,2.96557374213e-07,1.18761107615e-07,3.30377446289e-07,1.66305483162e-06,5.3592856375e-08,2.10613805507e-07,2.01047867243e-09,4.76664716587e-08,3.24897642123e-09,1.60611290934e-09,1.09134198567e-07,1.32541426865e-05,4.11668310107e-07,7.00858251435e-08,8.81213168213e-07,1.27462931232e-06,0.000268600735581,1.05875815279e-05,1.71854881046e-05,0.00168974616099,8.84130859049e-05,0.995764970779,7.48681259211e-06,1.39012668043e-08,2.77344884836e-08,3.5890955985e-08,2.46262317205e-07,1.43320322277e-09,5.33083159837e-08,3.91730416993e-08,8.65826768859e-06,5.33733327757e-06,6.64268062778e-09,3.33126344287e-08,0.000342302344507,0.00100520031992,5.15604460816e-06,2.52963957337e-07,1.02634931665e-08,1.06630047014e-08,1.2967412033e-07,1.00070984388e-07,1.30512063379e-07,2.44805363536e-07,4.13928162857e-08,6.8307374022e-05,3.94472917833e-05,1.13536820834e-07,8.11861511352e-08,6.49460798741e-06,0.000166859594174,9.80772028925e-07,0.000126887927763,4.1064981815e-06,1.11127960167e-08,5.7417615551e-08,2.33745122387e-05,3.05459586514e-08,2.98279331901e-07,1.66314987382e-06,3.94087862787e-07,2.66735589172e-09,1.28166306013e-07,3.64092542782e-08,5.20111716469e-05
575,1.48335876915e-08,1.66089950682e-08,7.6771833335e-08,3.29182725523e-09,1.46829339798e-08,2.5957991312e-08,9.4205915957e-08,8.32242051274e-07,1.31717170504e-08,3.12733554608e-08,9.60284637586e-07,5.60094619573e-08,1.92856619563e-09,3.58256357913e-07,1.13982750349e-07,1.76473342606e-08,8.72660166351e-06,1.03276853736e-07,2.80292300481e-09,1.18698628704e-09,5.7641258433e-10,1.00726786911e-07,3.29147428602e-06,1.24075671959e-09,4.44493504503e-11,1.1270842748e-07,2.19101866605e-06,4.38947381554e-07,5.9275301334e-10,4.08987260725e-10,3.43145023507e-09,1.31106969548e-06,2.61529663703e-07,4.68858409874e-08,2.61680077607e-09,1.41645705298e-06,4.82190953832e-09,4.73466266193e-10,6.08368411203e-10,4.45264571741e-12,8.37339086956e-10,3.73702224721e-09,6.09381402228e-07,3.78353820496e-10,0.999898076057,3.07505381159e-08,1.88172828075e-06,1.4267755033e-10,1.49334884736e-11,1.45900747039e-09,2.30317898087e-08,5.1313008953e-07,3.68746450041e-10,5.66566882299e-09,3.42830180911e-10,2.16363948979e-09,1.97610074792e-06,1.43015563481e-06,7.79245734606e-09,2.73194755707e-09,7.01882498788e-08,3.08512895231e-08,2.6252058305e-08,5.80340886458e-10,4.71936729696e-08,5.2310461518e-10,1.09039356175e-05,1.00352410826e-08,9.02570740369e-10,3.89401816348e-10,7.08392622339e-10,1.54182604184e-11,2.7207894604e-08,8.06931623742e-08,6.15116903191e-07,4.57741400339e-08,9.23666958891e-12,1.28501333165e-05,3.7891663851e-07,1.30934596498e-09,1.57494532971e-08,3.1866742578e-09,9.65181823354e-11,2.17132092075e-05,1.52717177571e-07,2.54299303837e-10,4.16056309405e-08,1.8225943324e-11,2.61422701442e-05,1.07296038721e-09,5.34302024846e-09,7.63864704822e-09,4.7100621714e-07,1.82849476005e-07,1.70539546929e-08,4.4395445542e-08,9.62952721034e-12,1.32828131427e-06,6.15912254531e-09
577,1.44916079137e-10,5.5232146981e-12,2.38169931777e-07,2.69499551564e-08,7.7423317757e-10,1.52194368219e-10,8.44994332283e-08,2.81743448016e-11,4.56959019235e-11,2.84471030065e-10,5.81724121998e-13,2.27070598435e-10,8.25708890151e-10,2.83002649093e-11,1.43546017087e-11,9.74918368257e-09,1.93109989804e-11,6.62137532303e-12,1.53798024663e-12,1.59634527819e-08,3.16616399765e-10,6.81723966167e-09,7.49277688783e-08,1.71618054878e-07,1.94581716642e-05,7.48213402346e-09,3.38874950323e-09,8.89038148655e-11,1.31724061703e-06,1.38139994306e-05,1.88784895272e-07,6.00478600177e-09,7.79552030566e-12,1.1382580295e-10,8.75616876783e-08,1.27169871855e-11,9.95752543531e-07,0.000323816435412,0.999249637127,0.000234946070123,9.70845430857e-05,1.11369491407e-09,7.81212483592e-10,1.98471525437e-07,4.01381046455e-11,7.41056993547e-08,3.61021282314e-11,1.09994516606e-06,9.83665038312e-10,2.89709857666e-12,6.24747116262e-08,1.0489184521e-10,1.15380977342e-11,1.69496296339e-12,3.54692109017e-11,1.22735877017e-09,3.47562972326e-12,5.18944943906e-05,1.0884171342e-09,7.43036354667e-10,3.62104027318e-11,5.26143517643e-10,4.43443615161e-10,3.39886024056e-13,1.36964408998e-12,1.68428378883e-11,5.12747613465e-12,4.41673932983e-08,4.22771826436e-08,2.19914850219e-10,1.6978368364e-11,6.75957293611e-12,2.38984232404e-09,2.30124738709e-11,6.73188796374e-11,1.27781923931e-10,1.99827869807e-08,1.5350488658e-09,3.15407110152e-11,1.41355540606e-08,1.19164868945e-11,1.70729430593e-10,2.37671535785e-08,4.55536164345e-11,2.71205191638e-09,5.1994709338e-07,3.19665236122e-12,6.988543646e-07,1.74694828048e-10,1.39823519429e-09,1.39257949616e-09,4.24574611579e-12,5.49585307819e-11,1.78465072581e-11,1.76027459275e-09,2.47080605975e-10,3.30705461238e-06,6.1435606602e-10,2.77127698567e-09
578,1.65936481136e-12,1.07741389144e-08,4.60776092837e-08,4.28370272587e-09,2.09065191825e-08,0.99993121624,8.52927826145e-08,2.42940112472e-09,6.16697014635e-12,2.64089039526e-09,1.2273225769e-09,7.72865007669e-13,5.8273329738e-12,7.98064793504e-13,2.41949488222e-10,1.1237821127e-06,1.55657042811e-09,1.36806642403e-11,2.93239099669e-09,1.39788652875e-10,2.16397733066e-11,9.25759664483e-08,6.50294040838e-09,2.44992082177e-10,1.83822679301e-10,3.92239185576e-10,1.39352476225e-08,2.00440511411e-10,1.59349880846e-07,1.49947665395e-09,9.57124046685e-10,5.44560840865e-10,6.4921307219e-10,7.96964716443e-10,1.00125966546e-11,2.28788940149e-06,1.67627884906e-08,1.20865831232e-10,1.64063818087e-10,7.03326952234e-10,1.45498735282e-09,3.27307070336e-10,7.49187336169e-07,5.16547693508e-09,6.8866917724e-10,1.10034585887e-08,3.13317691791e-08,1.13370623653e-11,2.69911306847e-12,1.80840620256e-10,1.09488595967e-08,6.34883861039e-08,1.43019596166e-10,4.37033936818e-10,1.16976650588e-09,2.52432186265e-10,4.61885501863e-05,3.07055741944e-10,4.48593500671e-13,3.41062644793e-08,9.7748087402e-10,7.1057153217e-11,1.2482691096e-11,1.30458943204e-07,1.16698187572e-11,4.24425661283e-10,3.78384271471e-07,1.00980868112e-09,1.48419099233e-09,4.00147293078e-09,1.07429682927e-08,6.83908069732e-07,3.84833498401e-08,1.20195808861e-08,4.35614602168e-08,7.84583864544e-09,5.89404214324e-09,2.40808077479e-07,1.62052492669e-05,3.53305745771e-10,3.15052119504e-07,2.69948525339e-11,3.6200922815e-10,2.51333727164e-08,5.77658054723e-09,3.90201863876e-11,2.60067495317e-10,3.42456267788e-08,3.45833441884e-08,9.96670107556e-11,2.43870922805e-13,1.08508724228e-09,5.64153668225e-10,1.14959534947e-11,2.52616177976e-10,6.58724463865e-12,1.97464939365e-12,3.40786732167e-09,2.5909843715e-11
579,2.52734566608e-09,7.71910535491e-10,4.50179582501e-09,5.96292082378e-09,2.97413621508e-10,1.76002235008e-09,7.22206721093e-07,5.07275421668e-09,3.71978593761e-11,5.20531138193e-08,1.8492147813e-09,3.92591630316e-08,1.38474292796e-11,1.61202184934e-09,1.08256381637e-09,2.21183205085e-09,5.50897272245e-10,1.5392727164e-06,1.12338318559e-06,1.30737631832e-09,7.1635204435e-09,2.49250169115e-11,2.54043950321e-08,2.40078577463e-07,8.181828548e-08,2.96788186915e-07,3.27555205182e-10,7.40587381642e-07,3.14264614332e-09,1.31777100343e-09,2.44616149558e-08,1.27875515732e-10,1.01032240352e-08,1.45088208114e-08,1.13852305361e-09,3.28713878339e-09,2.99947178206e-09,8.53408732571e-11,2.13076561603e-12,4.57918192254e-09,1.62321170394e-10,2.25540679882e-11,8.73480565655e-10,2.60307633226e-08,1.96616753101e-07,1.43882266102e-08,2.2052941695e-09,1.17426665613e-10,1.33726985041e-09,2.01207983608e-09,4.76259742754e-08,5.61932056442e-10,1.52161902633e-07,5.63570023981e-10,1.80124960086e-11,1.97102802829e-11,9.79484160446e-10,7.70554731133e-09,7.42555172906e-08,4.91656280133e-08,0.999342739582,2.07072498037e-10,0.000542791211046,7.30648735958e-11,2.13687158246e-11,3.78970632653e-09,1.17909326036e-06,1.5149351773e-09,6.40427814946e-12,7.66928243134e-10,3.66115742167e-08,2.21872764605e-09,6.04462660481e-12,3.10189318675e-10,1.61362549989e-08,3.95005105014e-11,3.93335719551e-09,4.78687667282e-08,1.15541326506e-10,2.78271983234e-07,4.2232622377e-07,4.36544844717e-08,3.7538514519e-09,1.25753782387e-10,4.37802860631e-09,1.77977399485e-09,8.03911518688e-07,1.28955915391e-10,2.95921898097e-11,7.83957698758e-09,4.1794226413e-10,0.000104780861875,2.73400502238e-09,7.29819316092e-09,3.01033351892e-12,1.96842275813e-09,2.89098892381e-07,1.03374418359e-06,1.59179620596e-08
580,7.12039877726e-07,1.60447783532e-12,1.58982601389e-11,1.20398740348e-13,3.69938888412e-08,4.93434069646e-12,6.20935455831e-11,4.80302952965e-09,1.76086999204e-07,2.29898278192e-09,1.25125807244e-05,6.34919047116e-07,3.78743633678e-11,1.56562531828e-08,3.00913516327e-09,1.79739610782e-12,8.95738992313e-07,5.31530505374e-12,2.18615714402e-05,2.78123823885e-13,8.36047533426e-08,3.01840982764e-11,9.48959591462e-11,2.02964416107e-11,2.1440863307e-08,1.76660130968e-10,1.573647046e-10,2.36487912586e-11,1.78506864845e-09,1.18907173604e-12,2.18748213987e-10,7.92865339355e-12,3.38900294546e-13,7.27689714042e-11,9.13153125164e-13,1.19080880268e-07,1.11115774242e-13,4.74478204122e-13,2.42824293659e-12,9.94298010761e-15,3.63075693642e-12,3.67819108504e-11,8.85816539477e-13,1.76769099358e-09,5.93316160091e-11,8.08738384421e-14,6.06978564632e-11,1.16844468129e-11,1.95923050228e-07,0.999812543392,1.92541549517e-14,2.77906131335e-15,3.39511052735e-13,1.68132063827e-09,1.17069676175e-09,6.79778899837e-10,3.15895265501e-09,2.88271197278e-13,3.26738202466e-13,7.91236867692e-12,2.16743081816e-10,4.33085338425e-11,8.67857799514e-11,5.59672100331e-11,1.3250781028e-10,1.46566144638e-11,1.60450999709e-10,1.23934917884e-10,7.13000680719e-09,5.25738452772e-10,8.28385537943e-08,3.88744636481e-09,2.19068339857e-11,1.21174972278e-08,1.518037962e-08,1.70328039867e-11,1.35792039505e-13,4.24302043153e-12,2.63953572541e-12,3.1309171835e-12,2.7157078808e-09,7.51842639253e-14,2.77824800925e-13,4.20216866946e-13,1.37074629425e-10,1.02583414853e-12,1.23043708555e-09,4.93798863019e-14,2.34972041824e-09,2.1316884613e-06,1.53037138517e-10,4.45018333295e-09,1.24787362665e-07,0.000147578350152,1.00616881493e-09,2.05546982102e-07,3.1824350555e-13,1.64894153887e-10,1.19032850243e-09
583,1.80345169354e-10,1.55291716986e-11,3.43442940753e-09,9.19951581579e-09,1.83971693673e-13,1.51248388407e-14,8.39959213295e-10,3.801426951e-10,1.12330970914e-10,1.51488955928e-13,4.06891881299e-10,7.17215392979e-12,2.75522070436e-11,3.45248223727e-14,2.04895281297e-10,1.28605500273e-13,3.93010209337e-14,1.93541563931e-06,2.69022204145e-14,2.21710877213e-07,1.23817487296e-13,3.49751220281e-14,1.10014174437e-15,1.12947981046e-14,1.46597903088e-12,1.08356969298e-14,6.07204564407e-10,3.42708261769e-08,1.89313706855e-13,2.58953083043e-14,3.61855863199e-13,1.18349968714e-10,9.22994319863e-12,2.74707777278e-14,2.89838880008e-07,3.7025880273e-14,1.02654054146e-08,3.25196247708e-09,2.73637744408e-11,1.17880469275e-10,4.54287318874e-09,2.83797863682e-11,9.09804498406e-09,1.30942079402e-09,2.21674900658e-09,6.65750121698e-06,8.40136574404e-15,2.21190066263e-09,3.92906220796e-13,3.0608146768e-13,3.61694077466e-11,3.00048701163e-12,1.12717990497e-09,2.16753325629e-14,5.83309374652e-14,6.20570001636e-13,7.66459838119e-16,9.82150893947e-09,0.999945759773,7.23773929678e-10,1.91729424004e-10,3.40164008072e-11,1.84272583303e-10,3.63580970886e-11,1.52297900853e-12,2.26783774594e-13,6.06677486026e-11,2.18955720221e-09,2.8087870918e-10,1.23293759202e-07,6.0127948356e-14,4.37735611647e-12,3.22769697254e-12,1.43102397487e-07,1.3970909763e-14,9.92293400226e-11,1.10843592083e-08,5.76816087841e-14,3.89324531815e-14,4.62466260842e-08,5.75529207625e-14,4.0167451516e-05,1.32882050252e-07,9.00185620489e-11,1.13627407483e-09,6.58604060177e-10,3.16792991839e-09,7.6454215181e-10,3.80692656218e-14,3.75237345906e-06,3.70841462427e-07,1.61234411239e-11,3.8743486197e-10,6.2112743063e-14,1.40224507561e-08,2.14625220374e-10,5.1879953844e-07,5.52546777863e-13,1.12988977441e-13
584,1.03521479389e-07,2.53282593121e-07,5.75934056002e-09,9.2578746262e-05,4.77592720927e-09,4.34724367615e-10,1.88665381984e-07,9.71697431851e-07,6.39489735477e-05,9.10306330315e-10,4.97034363889e-07,2.69480636916e-07,7.16089652997e-06,5.09458963904e-08,0.000117719129776,3.89938881185e-09,3.73393248765e-07,2.78675065601e-06,1.41138115084e-10,1.86456077245e-06,1.49220412027e-07,4.64409453116e-08,6.02138394701e-10,1.58234519237e-11,2.84022916297e-10,1.94485663685e-10,9.24699816096e-06,9.02145345094e-08,1.56787138827e-10,2.77930521479e-12,1.0359840763e-09,6.23770120001e-08,3.99158821551e-08,4.85732898348e-10,1.01062468616e-07,1.15544596113e-09,3.7131044337e-06,3.37639249892e-08,1.04608135487e-08,5.58475399259e-09,2.32391045074e-07,0.00020245196356,2.10097425679e-07,5.8907858147e-08,8.39872456027e-08,3.04105105897e-06,2.89262747089e-09,4.24753039852e-07,1.17645107878e-07,1.79735941686e-08,8.36330116272e-08,1.04217203756e-08,1.02316192852e-07,1.69515679271e-10,1.20103316181e-10,5.53847911977e-10,1.27053673138e-10,1.20192362729e-08,3.93228219764e-05,1.77600956164e-08,7.00732272207e-09,7.73197478265e-11,1.01320996038e-09,1.01698205413e-08,1.84827805838e-10,3.45479062025e-10,1.15294573888e-08,1.19711671687e-08,4.99964514233e-08,3.73962727451e-09,1.49645504322e-11,4.67145003236e-11,6.59944598969e-11,4.50683756981e-08,9.44127442892e-10,5.45302434318e-08,1.96167482258e-09,6.51755769354e-08,8.82437589667e-09,4.8088480753e-07,9.68261720802e-11,3.14925792111e-08,1.30200646709e-07,2.69278956466e-07,3.69981535187e-07,3.20486677197e-08,1.22331487162e-08,2.58229371219e-09,1.33579292072e-09,3.81893514714e-05,1.6373906675e-09,2.84045285071e-07,5.38605490874e-07,2.02757902912e-07,0.999383926392,2.66408187599e-05,3.11016421506e-08,1.09756065569e-07,4.177467261e-10
586,3.18281165312e-11,4.3999940952e-13,9.89236781379e-08,5.02551500414e-10,4.47748171872e-10,3.30749427846e-10,2.77256573256e-09,7.73988425434e-12,7.27799764899e-12,3.14513389291e-13,7.21928350433e-11,3.10879905152e-10,5.87279400457e-12,3.47093326303e-11,3.61628504919e-10,8.17310485957e-09,1.83079246208e-10,7.30526056314e-11,3.83033382789e-10,2.67962274592e-08,6.13715458661e-13,5.51835874774e-08,1.26019303934e-05,2.94919200172e-09,1.4014908345e-07,1.32425512334e-07,1.31897215372e-10,2.94192350481e-08,2.0975472026e-08,1.08304192281e-07,4.50405896117e-05,1.19218834804e-09,7.26930252104e-11,7.21683657279e-10,8.1547307218e-07,2.5326583053e-09,1.6521191526e-07,1.48829116142e-07,9.29379506687e-09,2.03638492735e-08,9.58202008405e-07,1.47546233044e-12,8.19750212155e-10,2.67727926939e-07,2.47826703603e-10,1.32371336115e-09,1.04714648411e-11,1.01154429277e-09,7.42064423147e-14,4.48159807875e-11,1.87974413812e-09,2.50993691976e-12,1.08107400809e-09,6.42048263513e-12,1.16312489154e-11,1.21647436568e-09,2.05837985545e-10,1.18041228347e-07,6.41201744478e-11,7.67478414154e-10,1.34029065624e-09,3.05249550081e-08,6.28241769718e-09,9.05048267441e-08,1.53095036648e-11,2.31937621886e-10,2.47515052898e-09,0.999924182892,1.33607031216e-07,1.04823364211e-07,3.16406953971e-07,1.25392496386e-08,6.82429572407e-07,5.81702046532e-08,2.00771297916e-13,1.69469473177e-11,5.18067455602e-09,9.92278148537e-10,1.24007151769e-10,3.44605455282e-09,8.00251948041e-11,3.59124818772e-08,2.1842045328e-07,4.5753619643e-11,3.59551082484e-12,1.49018769546e-10,9.78455716449e-09,9.00260329217e-06,1.64090596666e-09,6.93298141119e-10,2.91054558232e-08,3.74424380389e-11,1.71674036098e-10,1.82992648812e-10,2.76954653655e-10,6.85864309791e-10,4.25906728196e-06,3.69938003841e-11,1.18261278548e-09
587,1.25226074488e-06,4.37177583024e-09,1.32107249584e-08,1.37653942147e-05,8.1195608459e-08,1.34226292303e-08,3.61706634067e-06,0.00060909462627,7.87440683325e-07,2.15610320708e-08,0.000482109753648,1.24601310745e-05,1.11148317217e-08,1.7212888892e-08,1.21307652989e-06,8.18917200718e-09,6.81460332608e-10,4.84436759507e-06,2.72337302931e-07,1.04734114714e-08,4.88523767217e-07,1.30289720346e-07,2.26867697961e-07,6.91354307136e-09,8.89541183824e-07,3.69250500398e-07,8.27983086538e-08,4.87914286751e-09,2.94658150324e-07,6.61495080934e-10,2.05827191735e-07,2.17066080666e-08,1.15100625919e-07,1.10633777695e-07,2.95045460286e-10,1.8361823777e-06,4.41839745235e-07,3.7108158768e-09,5.10674055126e-12,3.29863133336e-12,5.24744622754e-11,2.13735223964e-10,6.83261980328e-09,1.47966807162e-06,0.000273405457847,3.33585262524e-07,2.64202549261e-06,6.77114808667e-10,2.29081045799e-10,7.28986265131e-07,1.46359271924e-10,3.13391068651e-09,0.000251990160905,7.8644966095e-08,1.88735915785e-09,1.82863288956e-08,4.01445561238e-08,1.04423740765e-08,1.07218689038e-07,1.44108402989e-09,3.42638450093e-05,6.48796572023e-08,5.30236229679e-06,1.19311858171e-08,2.24002974392e-07,1.01761330029e-07,2.86898307422e-06,4.09620525943e-07,1.2322871612e-07,2.25908451057e-07,2.19112550326e-07,1.38446353048e-07,3.89366455744e-10,0.000780845410191,2.38286235188e-09,9.16807962881e-09,1.68455049909e-09,7.46043760103e-09,2.93733948276e-09,6.88626130341e-07,2.94715505333e-07,4.60971932625e-05,6.31731722489e-10,1.1448575421e-08,4.57547066901e-08,1.88525439704e-09,3.11089024763e-05,1.336102496e-11,2.66707900209e-07,1.36782261961e-07,2.50918432698e-08,7.58567057346e-06,0.997376918793,4.61824711238e-05,2.31253139304e-07,1.55339685559e-09,5.36658628647e-09,2.047298997e-09,7.20010362443e-09
590,1.19356106464e-22,6.28289557909e-20,3.58665028927e-21,1.21673456371e-23,9.05253121609e-16,4.78182543475e-13,8.60872066643e-21,9.77437453835e-19,1.57828190168e-23,1.20388991317e-16,7.61549746943e-16,9.12058552248e-21,5.29248767475e-19,1.71686381937e-18,8.52146412365e-18,1.00270616463e-12,8.91466310434e-17,1.9337626735e-19,1.33269002023e-18,1.05769573521e-20,1.55523996551e-18,4.69310354467e-13,5.30697708001e-10,6.75847112158e-16,5.81235001023e-19,7.20569869438e-16,4.75306599634e-12,2.15976646179e-16,4.27860985023e-16,4.85391002226e-15,5.9671167953e-20,4.09535731612e-17,3.75717941192e-17,1.15086197137e-14,2.21350139186e-21,1.09036321909e-13,2.16556272107e-19,1.62692609988e-19,4.6959819998e-15,3.61888060635e-20,1.22042330974e-19,5.50138800255e-18,4.29376262446e-18,6.94437769778e-20,9.85365421527e-14,7.35658557846e-19,6.44430120378e-10,1.3486538954e-22,3.54360559542e-22,5.62620525564e-17,1.93554873739e-19,3.95778462087e-12,5.11093776695e-21,2.26513862628e-20,4.0816503378e-16,4.91575074631e-17,3.72747808797e-06,1.08100998324e-16,8.32178046388e-25,1.59457015474e-19,3.76361069773e-22,3.25529121485e-17,3.69705215877e-14,4.39647719799e-17,3.33421679155e-10,5.43342022598e-17,2.01155116869e-11,3.95793887629e-18,2.38690384528e-19,4.9733822355e-21,2.35282193034e-12,1.08544216792e-19,3.34733818441e-09,6.71050536631e-17,3.94786869862e-09,1.47511221445e-13,4.89849553093e-23,8.21302769717e-13,1.72540115528e-08,3.32909404754e-18,1.25198237397e-14,1.20400447862e-24,3.47856380868e-24,1.63157908814e-14,4.45672572509e-17,7.90799862217e-23,6.67309379925e-21,1.12624745283e-18,0.999996304512,1.80346221073e-19,1.05893002359e-22,1.65113747065e-16,1.21365097527e-17,3.14126694822e-16,3.44096875844e-21,2.43921423023e-19,2.56914553538e-22,4.33133303529e-12,3.24586221665e-20
